age,job,marital,education,default,housing,y
38,1,1,1,1,1,1
49,1,1,2,0,1,1
38,5,2,7,1,1,1
36,1,2,1,1,1,1
51,1,1,7,1,2,1
57,6,1,6,0,1,1
44,8,3,4,1,2,2
27,2,2,7,1,2,2
58,5,3,7,1,2,1
28,8,2,4,1,1,1
41,2,1,7,1,1,2
34,1,1,1,1,2,1
29,8,2,4,1,2,2
55,1,3,2,0,1,1
37,10,2,7,1,2,2
18,9,2,0,1,2,1
39,1,1,6,0,2,1
36,1,1,1,1,1,1
34,1,1,1,1,1,1
35,1,1,1,1,2,1
36,11,1,7,1,1,1
55,2,1,4,1,1,2
50,1,1,2,1,1,2
37,1,1,6,1,2,1
24,9,2,4,1,1,1
57,10,1,7,0,1,1
59,6,3,4,1,2,1
32,2,2,7,1,2,1
36,7,3,6,0,2,1
48,5,1,7,1,2,2
33,2,2,7,0,0,1
43,10,3,6,1,2,1
39,1,1,0,1,1,1
26,1,2,4,1,1,1
47,2,3,4,1,2,1
24,10,2,6,1,2,1
35,7,1,7,1,1,1
26,9,2,1,1,2,1
31,11,2,7,1,2,1
33,1,2,4,1,1,2
53,2,2,4,1,2,1
43,10,1,6,1,1,2
34,10,2,6,1,2,1
41,10,2,6,1,2,1
33,1,1,3,0,1,1
33,10,1,6,1,1,1
47,10,1,0,0,2,1
29,2,1,4,1,2,1
25,1,2,1,1,1,1
35,2,1,4,0,1,1
29,10,1,6,1,2,1
57,6,1,7,1,1,1
49,11,1,3,0,1,1
35,2,1,7,1,2,1
31,1,1,3,1,1,1
43,2,1,4,1,1,1
34,1,1,3,1,2,1
38,2,2,7,1,2,1
43,2,1,7,1,2,1
38,5,1,7,1,2,1
46,1,1,6,1,1,1
39,2,2,4,0,1,1
47,3,1,6,1,1,1
25,1,2,2,1,2,1
38,5,1,4,1,1,1
36,10,1,6,1,1,1
30,2,1,7,1,2,2
34,2,2,7,1,2,2
47,7,1,7,1,0,1
46,3,1,4,1,2,1
45,2,1,1,1,2,1
38,4,1,7,1,2,1
30,4,1,4,1,2,1
31,5,3,7,1,2,1
52,2,3,4,1,1,1
48,11,3,2,1,1,1
27,1,2,3,1,1,1
43,1,1,2,0,2,1
45,1,1,3,0,1,1
32,2,1,7,1,2,1
30,2,1,7,0,2,1
60,6,1,6,1,2,1
32,2,2,1,1,2,1
32,1,1,1,1,1,1
54,3,1,7,1,2,1
53,5,1,4,1,2,1
36,2,2,0,1,1,1
27,10,2,4,1,2,1
29,1,1,3,1,1,1
55,11,2,2,0,0,1
38,2,1,4,1,2,1
28,1,2,2,0,1,1
37,2,2,4,1,2,1
37,4,1,4,0,2,1
30,10,2,7,0,2,1
32,2,2,7,1,2,1
43,10,2,7,1,2,1
35,1,2,1,1,2,1
47,1,1,0,0,1,2
42,10,1,6,1,1,2
39,1,1,3,1,2,1
41,3,1,7,1,2,2
38,2,1,6,1,1,1
29,8,2,4,0,2,1
33,1,1,1,1,2,2
41,2,2,7,1,2,1
45,5,1,1,1,2,1
35,2,1,7,1,2,1
56,6,1,3,1,2,1
30,2,2,7,1,2,1
41,5,3,7,0,2,1
41,1,1,1,0,1,1
31,10,1,6,1,1,1
29,10,2,6,1,2,1
38,0,3,4,0,2,1
48,1,1,1,1,1,1
24,9,2,4,1,2,1
53,1,3,2,1,1,1
56,7,1,1,1,2,1
32,10,2,7,0,2,1
29,2,2,7,1,1,1
32,5,1,7,1,2,1
28,9,2,4,1,2,1
33,10,2,6,1,2,1
28,10,3,7,1,1,1
43,1,1,2,0,2,1
54,5,1,7,1,2,1
31,1,2,2,1,2,1
36,2,2,4,1,2,1
56,6,1,6,1,1,1
45,10,1,4,1,2,1
54,10,1,3,1,1,1
48,8,1,4,1,2,1
60,5,1,0,0,2,1
35,2,1,7,1,2,1
27,8,2,4,1,2,1
51,2,1,7,1,2,2
40,2,2,7,1,1,1
36,2,1,4,1,2,1
34,5,1,7,1,1,1
44,8,1,4,1,2,1
37,10,2,6,1,2,1
46,1,1,0,1,2,1
52,1,1,2,1,2,1
23,2,2,7,1,1,1
39,2,1,7,1,2,1
34,10,2,6,1,2,1
36,5,3,7,1,2,2
43,1,1,3,1,2,1
45,10,2,6,1,2,1
86,6,1,0,0,2,2
34,1,1,6,1,2,1
37,3,3,4,1,1,1
32,10,1,4,1,2,1
37,10,2,7,1,2,2
66,4,1,4,1,2,1
32,10,1,1,1,1,1
35,8,1,1,1,2,1
30,7,1,7,1,1,2
33,8,1,4,0,1,1
57,1,1,2,1,2,1
57,6,2,2,1,2,1
47,8,3,2,0,1,1
56,8,3,4,0,1,1
38,2,1,7,1,2,1
40,2,3,4,1,2,1
59,3,1,7,0,1,1
31,7,2,7,1,1,2
34,10,2,7,1,2,1
28,11,2,1,1,1,2
40,8,1,4,1,2,1
42,10,1,4,1,2,2
49,2,1,1,1,2,1
48,2,1,4,0,2,1
41,10,2,7,0,1,1
37,10,1,7,1,2,2
39,8,1,4,1,2,1
42,8,2,3,1,2,1
32,8,1,4,1,1,1
47,2,1,4,1,2,1
35,2,1,6,1,1,1
60,2,1,1,1,2,1
30,1,1,1,0,2,1
54,3,1,1,1,1,1
39,1,1,2,0,2,1
61,0,2,2,1,2,1
43,11,1,1,0,2,1
32,10,2,7,0,1,2
48,1,1,6,1,2,1
37,3,3,7,1,1,1
34,1,1,3,1,1,1
41,2,1,7,1,2,1
36,7,1,4,0,2,1
33,8,1,4,1,1,1
36,2,1,7,1,2,1
58,4,1,2,0,1,1
40,8,1,4,1,1,1
36,5,1,7,1,2,1
49,2,3,4,1,2,1
45,1,1,0,1,2,1
36,7,2,7,1,1,2
32,11,2,6,1,2,2
55,3,3,0,1,1,1
28,1,1,1,1,2,1
76,6,1,6,0,2,2
46,5,1,7,1,2,1
28,5,2,7,1,2,1
30,10,1,4,0,2,1
52,4,2,7,1,1,1
42,10,3,1,1,1,1
51,5,3,7,1,1,1
29,10,0,4,1,2,1
47,4,3,2,0,2,1
56,10,3,7,1,1,2
33,1,2,2,1,1,1
38,1,2,4,0,1,1
32,2,2,7,1,2,1
31,9,2,0,1,1,2
35,7,1,7,1,1,1
41,1,1,3,0,1,1
41,2,1,7,1,2,2
30,8,1,4,0,1,1
36,2,2,4,1,2,1
38,7,1,4,1,2,1
28,9,2,0,0,2,1
35,2,1,7,1,2,2
42,10,2,0,1,2,1
40,11,2,2,1,1,2
31,3,2,3,0,2,1
39,10,2,7,1,1,1
37,4,1,2,1,1,1
52,4,1,3,1,2,1
33,2,1,7,1,2,1
37,11,1,7,1,1,1
34,8,2,4,1,1,1
32,2,2,7,1,1,1
56,1,1,1,0,1,1
47,8,1,4,1,2,1
41,10,2,7,1,1,1
34,2,2,7,1,2,1
35,2,1,7,0,1,1
19,9,2,4,0,2,1
28,11,2,4,1,2,1
41,1,3,3,1,2,1
27,8,2,4,0,1,1
36,1,1,1,1,2,1
35,1,1,1,1,2,1
32,8,2,1,1,1,1
43,5,1,6,1,1,1
42,2,1,7,1,1,1
30,7,2,1,1,1,1
34,2,2,7,1,1,1
26,10,1,6,1,2,1
30,10,2,6,1,1,1
61,6,1,1,1,1,1
48,2,1,7,1,2,1
38,1,1,3,1,2,1
50,1,1,0,0,1,1
32,10,1,6,1,2,1
36,10,1,4,1,1,1
28,2,1,4,1,2,1
35,5,1,7,1,1,1
37,10,2,4,1,1,1
48,1,1,3,1,2,1
35,11,1,2,1,2,1
47,10,2,6,1,2,1
29,2,2,7,1,1,2
53,7,1,7,1,2,1
27,8,1,4,0,1,1
28,8,1,4,1,2,1
52,5,3,7,1,2,1
39,2,1,3,0,1,2
56,6,2,6,0,2,1
39,10,1,6,1,1,1
33,2,1,7,1,2,1
53,10,1,6,1,2,1
32,1,1,6,1,1,1
29,11,2,7,1,2,1
36,2,1,4,1,2,1
24,10,2,6,1,1,1
49,1,1,1,1,1,1
28,2,2,7,1,2,1
51,1,1,2,0,1,1
33,11,1,4,1,2,1
34,10,2,7,1,2,1
35,10,1,6,1,1,1
39,11,2,7,1,2,2
34,5,1,7,0,1,1
29,2,2,7,1,2,1
49,1,1,1,0,1,1
32,2,2,7,1,2,1
53,7,1,1,1,2,1
51,1,2,2,0,1,1
37,10,2,7,1,1,1
29,2,2,7,1,2,1
51,5,1,2,1,1,1
30,2,2,7,1,2,2
41,5,1,0,1,2,1
39,1,1,3,1,2,2
27,1,1,2,1,2,1
26,2,1,4,1,2,2
31,1,2,1,1,2,1
49,6,3,6,1,2,1
47,10,1,6,1,2,1
39,2,1,4,1,2,1
56,10,1,6,1,1,1
42,2,1,7,1,2,1
44,2,1,4,1,2,1
52,8,1,4,1,2,1
25,8,2,4,1,1,1
36,2,2,7,1,1,1
41,1,2,1,1,1,1
37,10,2,4,1,2,1
38,5,1,7,1,1,1
34,1,1,2,1,1,1
31,5,2,4,1,1,1
39,10,1,6,0,2,1
36,4,3,2,1,2,1
38,1,1,1,0,0,1
39,10,3,6,1,2,1
32,2,1,4,1,2,2
51,8,1,4,1,1,1
52,2,1,4,1,2,1
55,10,1,6,1,1,1
35,2,2,7,1,1,1
41,2,1,7,1,2,1
29,1,1,4,1,1,1
38,1,1,6,1,2,1
51,10,1,4,1,1,1
35,3,2,1,1,2,1
34,2,2,4,1,2,1
47,4,1,0,1,2,1
32,10,1,6,1,2,1
39,2,1,1,0,1,1
56,7,1,7,1,1,1
31,1,1,6,1,2,2
46,10,3,7,1,2,2
44,0,1,4,0,1,1
36,1,1,2,0,1,1
31,10,3,6,1,2,2
37,1,1,4,1,2,1
32,5,2,7,1,2,1
48,2,3,4,1,1,1
51,3,1,6,0,1,1
30,11,1,0,1,2,1
37,10,1,6,0,2,1
38,1,2,4,1,2,1
36,10,1,7,1,2,1
55,1,3,2,1,1,1
51,8,1,6,0,1,1
42,2,1,7,1,1,1
29,2,1,7,1,1,1
59,7,1,7,1,2,1
31,8,2,4,1,1,1
31,2,1,6,1,1,2
34,2,1,4,1,2,1
37,2,1,4,0,2,1
25,1,2,2,1,1,1
34,7,1,7,1,0,1
37,10,1,4,1,2,1
26,1,1,2,1,1,1
24,1,2,1,1,2,1
37,8,3,1,1,2,1
28,2,2,6,1,1,1
31,1,1,1,1,1,1
32,10,2,7,1,1,1
52,6,1,2,1,1,2
41,10,1,6,1,1,1
36,1,2,3,1,1,2
32,1,1,4,1,1,1
24,8,2,6,1,2,1
48,8,3,2,1,1,1
57,2,3,4,1,1,2
36,10,2,6,1,1,1
46,8,1,4,0,2,1
55,2,3,7,1,2,1
34,2,3,7,1,1,1
37,4,1,4,0,1,1
33,5,2,7,1,2,1
29,10,2,7,1,2,1
30,2,3,4,1,1,1
33,10,1,6,1,1,1
31,1,1,1,1,1,1
47,2,1,7,1,1,1
24,9,2,4,1,1,1
30,5,1,7,1,2,1
48,1,1,4,1,2,1
29,7,1,7,1,1,1
47,10,1,1,1,1,1
32,10,1,4,1,1,1
32,8,2,0,1,1,2
48,3,1,3,1,1,1
34,10,1,7,1,1,1
42,2,2,4,1,1,1
33,10,2,6,1,2,1
28,11,2,2,1,2,1
58,6,1,2,0,1,2
43,5,1,4,1,2,1
28,10,2,7,1,2,2
37,2,2,7,1,2,2
43,1,1,2,0,2,1
30,2,2,7,1,1,1
36,7,2,7,1,1,1
50,5,1,7,1,2,1
37,7,1,1,1,2,1
30,2,2,4,1,2,1
46,10,2,7,1,1,1
34,10,2,4,1,1,1
52,2,3,3,1,2,1
54,10,1,7,0,1,1
43,8,1,7,1,2,1
35,8,1,4,1,1,1
40,3,1,2,0,2,1
32,1,1,1,1,2,1
31,10,1,6,1,2,1
41,1,1,2,1,1,1
29,1,1,4,1,2,1
53,1,1,1,1,2,1
47,2,1,4,1,2,2
51,8,1,4,0,2,1
35,10,2,6,1,2,1
51,10,1,3,1,2,1
44,1,1,3,0,2,1
59,2,1,7,1,2,1
31,5,1,7,1,1,1
31,2,3,7,1,2,1
41,10,1,6,1,1,1
32,8,1,4,0,2,1
32,4,2,4,1,1,1
56,0,2,1,1,1,1
51,2,1,7,1,2,2
53,1,1,2,0,1,1
25,10,2,6,1,2,1
33,5,1,7,1,1,1
41,1,1,1,0,1,1
28,8,2,7,1,1,1
48,5,1,1,1,2,2
28,1,2,1,1,2,1
43,8,1,1,1,1,1
29,5,2,7,1,1,1
36,1,3,4,1,2,1
30,2,2,7,1,2,2
49,2,2,3,1,2,1
55,2,1,4,1,1,1
34,5,2,7,1,2,1
29,5,1,7,1,2,1
35,2,2,7,1,2,1
40,10,1,1,0,1,1
42,4,1,7,1,1,1
34,2,2,4,1,2,1
47,10,1,4,0,2,1
39,2,1,7,1,2,1
55,10,1,3,1,2,1
44,8,1,4,0,2,1
34,1,1,3,0,1,1
45,2,1,7,1,2,1
50,2,1,7,1,2,2
55,7,1,1,1,2,1
28,2,1,4,0,1,1
30,10,1,4,1,1,1
32,4,1,2,1,2,1
31,5,1,7,1,2,1
32,8,1,4,1,2,1
39,1,1,6,1,1,1
24,2,2,4,0,2,1
57,6,1,6,1,2,2
27,10,1,7,1,2,1
44,2,1,7,1,2,2
32,2,1,7,1,2,1
37,4,1,7,1,2,1
29,2,1,7,1,1,1
31,11,2,7,1,2,2
58,1,1,2,0,2,1
32,10,2,6,1,2,1
48,8,1,2,0,2,1
42,1,1,6,1,2,1
31,2,2,7,1,1,1
41,1,1,1,0,1,1
33,7,2,2,1,2,1
45,10,1,6,1,1,1
30,2,1,7,1,1,1
30,2,2,7,1,1,1
53,7,1,1,1,2,1
32,1,2,3,0,0,1
27,2,2,7,1,2,1
46,2,1,4,1,2,1
29,2,2,7,1,1,1
43,5,1,7,1,1,1
26,2,2,7,1,1,1
47,2,1,7,1,2,1
39,1,1,1,0,1,2
29,7,2,7,1,2,1
33,2,2,7,1,1,2
56,6,1,4,1,2,1
30,10,2,7,1,2,2
32,10,1,7,1,1,1
33,8,1,6,1,1,1
49,10,1,7,1,1,1
33,1,1,3,1,2,1
58,7,1,7,1,1,1
37,2,1,6,0,2,1
48,4,1,4,1,1,1
39,10,1,3,1,1,1
53,2,2,3,1,2,1
59,4,1,2,0,1,1
40,2,1,7,0,1,1
44,1,2,1,1,2,1
39,10,1,6,1,1,2
30,7,1,7,1,2,1
48,2,1,7,1,2,1
51,10,3,4,1,2,1
29,2,1,7,1,1,1
38,1,2,4,1,1,1
30,1,1,2,0,2,1
62,6,2,7,1,2,1
30,10,2,6,1,2,1
36,2,2,4,1,2,2
32,9,2,7,1,1,1
56,11,1,1,1,2,1
39,2,1,4,1,2,1
36,2,2,4,1,1,1
36,10,1,7,1,2,1
34,1,1,3,1,2,1
21,9,2,4,1,1,2
44,1,1,1,0,2,1
31,2,1,4,1,1,2
37,2,2,6,1,1,1
37,10,1,7,1,2,1
30,1,1,1,1,2,1
47,10,3,6,1,2,1
41,2,3,4,1,1,1
33,10,1,6,1,2,1
57,10,1,6,1,2,1
29,8,2,7,1,1,1
33,2,3,7,1,1,1
40,2,3,6,1,2,1
43,10,1,7,0,0,2
27,2,2,1,1,2,1
41,5,1,7,1,1,1
58,6,1,2,0,2,1
28,1,1,1,1,1,1
55,2,3,4,1,2,2
54,7,1,7,1,1,1
56,5,3,7,1,1,1
56,11,3,4,0,2,1
40,10,1,4,1,2,1
49,5,1,7,1,1,1
30,2,2,7,1,1,1
29,9,2,6,1,1,1
31,2,2,7,1,1,1
30,2,1,4,1,1,1
34,2,3,7,1,2,1
44,3,3,2,1,1,1
32,10,2,7,1,1,1
38,4,3,7,1,1,2
37,7,1,7,1,2,1
29,10,1,7,1,1,1
30,2,2,7,1,2,1
54,5,1,7,1,2,1
43,1,1,1,1,2,1
33,2,1,7,1,1,1
32,2,2,7,0,2,1
57,6,1,6,1,2,1
29,2,1,7,1,2,1
36,3,1,0,0,2,1
48,1,1,1,1,2,2
30,1,1,1,1,2,1
45,2,1,7,1,2,1
42,1,1,3,1,2,1
31,2,2,4,1,1,1
28,8,2,0,1,2,1
53,8,1,0,1,2,2
58,2,1,7,1,2,1
32,8,1,4,1,1,1
31,11,1,7,1,1,1
53,1,1,2,1,1,1
53,2,1,1,1,1,1
32,4,1,7,1,2,1
32,8,2,3,1,0,1
43,11,1,1,1,2,1
44,4,1,2,0,1,1
45,1,1,4,0,1,1
41,1,1,0,0,1,1
64,0,1,0,1,2,1
30,7,1,7,1,2,1
31,10,1,6,1,1,2
27,2,2,4,0,1,2
38,10,1,6,1,2,1
37,2,2,7,1,1,1
50,1,1,1,0,0,1
60,10,3,6,0,2,1
50,10,3,6,1,1,1
34,2,2,4,1,1,1
45,2,1,3,1,1,1
39,8,2,6,0,2,1
36,1,1,3,0,1,1
34,5,1,4,1,2,2
31,1,3,4,1,2,2
27,9,2,7,1,2,1
35,1,1,3,1,2,1
50,10,1,7,1,1,1
53,5,1,7,1,2,1
27,1,1,2,1,2,1
57,4,1,7,1,1,1
37,1,1,1,1,0,1
59,10,1,3,0,1,1
49,4,1,6,1,1,1
32,5,1,4,1,1,1
34,11,1,1,1,2,1
25,7,2,7,1,1,1
45,1,1,1,0,2,1
34,1,1,3,0,1,1
29,2,2,7,1,1,1
53,1,1,0,0,2,1
29,10,2,6,0,2,1
39,4,1,2,1,1,1
40,2,3,4,1,2,1
27,8,2,7,1,2,2
55,11,1,1,1,2,1
32,8,1,4,1,1,1
54,2,1,6,1,2,1
39,11,1,7,0,2,1
43,10,3,6,1,1,1
41,1,3,2,1,2,1
26,2,1,4,1,1,1
52,10,1,6,1,2,1
44,2,1,7,1,1,1
38,1,1,1,0,1,1
42,8,1,7,1,0,1
44,2,1,7,1,1,1
27,2,2,3,1,2,1
28,5,1,7,1,1,2
47,4,1,7,1,2,2
34,8,1,4,1,2,1
55,1,3,2,0,2,1
34,1,1,1,1,2,1
25,2,2,7,1,1,1
31,10,2,6,1,2,1
35,2,1,4,0,2,1
50,5,1,7,1,1,1
22,1,2,1,1,1,1
48,0,1,2,0,1,1
35,1,1,2,0,1,1
34,10,1,6,1,2,1
50,1,1,2,1,2,1
25,9,2,4,1,2,1
51,3,3,7,1,2,1
32,9,2,4,0,2,1
59,5,1,7,1,2,1
37,1,1,1,0,1,1
40,1,1,2,1,1,1
26,10,2,6,1,2,1
32,2,1,4,1,1,1
33,5,2,7,1,2,2
35,7,1,2,0,1,1
32,9,2,7,1,2,1
35,2,1,4,0,1,1
31,10,2,7,1,2,2
38,1,1,1,1,1,2
30,9,2,4,1,1,2
32,8,1,4,1,2,2
44,1,1,1,1,1,1
35,2,2,7,1,2,1
48,1,1,1,0,1,1
52,6,1,7,0,1,1
41,1,1,1,1,2,1
65,4,1,2,1,1,1
43,8,3,4,1,1,1
40,1,1,6,1,1,1
30,2,1,7,1,1,1
66,6,3,4,1,1,1
44,8,2,4,1,1,1
35,2,1,4,1,2,1
57,5,1,7,0,1,1
26,1,2,3,1,1,1
39,11,1,7,1,2,1
45,8,1,3,1,0,1
35,10,2,6,1,2,2
42,4,1,7,1,1,1
36,2,2,7,1,1,1
46,2,2,7,1,1,1
35,7,1,7,1,2,1
24,2,2,4,1,2,1
50,10,1,7,1,2,1
36,2,2,7,1,1,1
39,10,2,6,1,1,1
57,1,1,2,0,2,1
42,1,1,2,1,1,1
31,1,2,7,1,1,1
41,2,2,0,1,2,2
25,1,1,2,1,1,1
58,1,1,2,1,2,1
33,7,1,7,1,1,1
42,10,2,0,1,1,1
41,5,1,7,0,1,1
49,1,3,3,1,1,1
44,1,1,1,0,2,1
52,8,1,7,1,1,1
26,1,1,1,1,1,1
43,2,1,4,0,1,1
43,10,1,7,1,2,1
26,4,1,2,1,2,1
34,1,1,3,1,2,1
24,8,2,4,1,1,1
33,7,2,7,1,1,1
38,7,2,0,1,1,1
31,1,1,2,0,1,1
32,2,3,7,1,2,1
25,7,2,0,1,1,1
26,2,2,7,1,1,1
56,6,1,2,1,1,1
38,1,1,3,1,1,1
37,2,1,4,1,2,1
22,1,2,1,1,2,2
50,1,1,1,1,1,1
34,1,1,1,1,1,1
35,10,2,7,1,2,1
48,8,3,1,1,0,1
25,2,1,4,1,1,1
39,1,2,2,1,1,1
52,10,1,6,1,2,2
48,10,1,7,1,1,1
44,1,2,1,0,2,1
30,10,2,6,1,2,1
32,5,1,4,1,1,1
52,11,1,7,1,1,1
44,1,2,6,1,1,1
29,2,2,7,1,2,2
41,2,1,7,1,1,1
26,10,1,4,1,2,1
32,2,2,7,1,2,1
31,2,2,7,1,2,1
29,2,2,1,0,2,1
58,1,1,2,0,2,1
56,10,1,2,0,0,1
23,1,2,6,1,2,1
50,10,1,6,1,2,2
29,2,1,7,1,2,2
31,2,2,7,1,2,1
48,4,1,2,1,1,1
27,1,2,0,1,0,1
24,10,3,6,1,1,1
35,10,1,4,1,1,1
42,10,1,7,0,1,1
37,2,1,4,1,1,1
33,2,1,7,1,2,1
58,5,1,7,1,1,1
54,6,1,1,1,2,1
54,10,1,6,1,2,1
39,10,2,6,1,1,1
48,2,1,1,0,1,1
34,1,3,2,1,1,1
28,1,2,1,0,1,1
30,2,2,4,1,1,1
59,6,1,6,1,2,1
29,2,2,4,0,2,1
25,2,1,4,1,1,1
47,2,3,4,1,2,1
32,2,1,7,1,1,1
30,1,1,3,1,1,1
24,10,2,7,1,1,1
58,3,1,4,1,1,1
44,5,1,7,1,1,1
36,2,1,7,1,2,1
33,7,3,1,1,2,1
31,1,2,4,1,1,1
38,2,2,7,0,2,2
35,5,1,7,1,2,1
29,1,1,1,1,1,1
58,5,1,7,1,2,1
43,1,1,2,1,2,1
55,7,1,2,0,0,1
53,5,1,7,0,2,1
38,3,1,1,1,2,1
36,10,2,6,1,1,1
56,6,1,6,1,1,1
32,2,1,7,1,1,1
48,1,1,1,1,2,1
31,10,1,7,1,1,1
50,7,1,2,0,2,1
38,8,1,4,0,2,1
34,2,2,7,0,1,1
41,1,1,2,1,2,1
51,5,1,7,1,2,1
26,2,2,4,1,1,2
34,2,2,7,1,1,2
41,10,1,7,0,2,1
41,10,1,6,1,0,2
26,1,1,1,1,2,1
32,1,1,3,0,2,2
49,1,1,3,0,1,1
39,10,1,4,1,1,1
38,1,1,1,1,0,1
52,6,3,6,1,1,1
57,7,1,7,1,1,2
38,4,1,7,1,1,1
31,2,1,4,1,1,1
57,1,1,2,0,1,1
42,7,1,6,0,0,1
32,2,1,4,1,2,1
31,1,1,1,1,2,1
32,3,1,4,1,2,1
40,5,1,0,1,2,1
58,1,1,2,0,2,2
44,2,1,7,1,2,1
46,3,1,0,0,2,1
47,2,1,3,0,2,1
44,5,1,3,1,2,1
39,2,1,4,1,1,1
38,10,1,6,1,2,2
59,1,1,2,0,1,1
49,5,3,7,1,2,1
51,2,1,7,1,1,1
55,11,1,7,1,2,1
49,10,3,4,1,2,1
44,2,1,2,0,2,1
29,1,2,4,1,2,1
49,1,1,0,1,1,1
49,10,1,6,1,1,1
45,2,3,1,0,1,1
39,1,1,1,1,1,1
35,1,1,1,0,1,1
55,3,2,0,0,1,2
