age,job,marital,education,default,housing,y
40,2,2,4,1,2,1
30,2,1,7,1,2,2
28,10,2,6,1,2,1
40,3,1,2,1,2,1
39,1,1,2,1,2,1
27,10,2,4,1,2,2
51,4,1,2,0,1,1
39,2,3,6,1,2,1
46,2,1,7,1,2,1
49,11,1,4,0,1,1
47,2,1,7,1,2,1
32,2,3,7,1,1,1
35,3,1,4,1,2,1
27,2,2,4,1,2,1
42,1,1,1,1,1,1
35,10,1,7,0,1,1
37,10,2,7,1,1,1
48,1,1,2,1,1,1
29,11,2,7,1,1,1
50,5,1,7,1,2,1
30,1,2,7,1,1,1
58,7,3,7,1,2,1
52,1,1,1,1,1,1
32,3,1,7,1,2,1
55,6,1,3,0,2,1
49,10,1,6,0,2,1
35,2,2,7,1,1,1
41,1,3,3,1,2,1
44,1,1,3,1,1,1
35,10,1,6,1,1,1
44,2,1,7,1,1,1
27,10,2,1,1,2,1
35,7,1,7,1,2,2
33,2,2,7,1,2,1
35,2,1,4,1,2,1
32,5,2,7,1,1,1
39,3,2,7,1,2,1
53,1,1,4,0,2,1
26,2,2,4,1,1,1
25,7,2,7,1,1,1
39,1,1,1,1,1,1
33,2,1,7,0,2,1
63,5,1,2,0,2,2
59,6,1,2,1,1,1
52,7,2,6,1,1,1
25,1,2,1,1,2,1
29,1,1,1,1,1,1
48,3,1,1,0,1,1
35,2,1,7,1,2,1
39,10,1,6,1,2,1
31,2,2,7,1,1,1
28,1,2,6,1,2,1
40,7,1,4,1,1,1
39,2,1,7,1,1,1
41,1,1,2,1,2,1
39,4,1,6,1,2,1
30,7,1,6,1,2,1
40,5,1,1,1,2,1
32,10,1,6,1,2,1
37,2,3,7,1,2,1
52,2,1,7,1,1,2
28,9,2,1,1,2,2
43,1,1,4,1,2,1
31,2,2,7,0,2,1
45,4,3,7,1,1,1
47,1,3,2,1,2,1
58,2,3,7,1,2,1
33,10,2,4,1,2,1
28,1,2,7,0,1,1
47,2,1,7,0,1,1
38,1,2,4,1,1,2
60,5,1,7,1,2,1
28,2,2,7,1,2,1
33,7,2,7,1,2,2
41,3,3,1,1,2,1
33,9,2,0,1,2,1
41,5,1,4,0,2,1
30,9,2,0,1,2,1
54,7,3,4,0,1,1
46,10,2,6,1,1,1
32,1,1,4,1,1,1
42,10,2,7,1,2,1
29,2,2,7,1,1,1
41,1,1,0,0,1,1
24,1,2,3,1,1,1
44,10,3,0,1,1,1
58,6,1,2,1,2,1
31,2,1,4,1,1,1
34,8,2,1,1,1,1
44,2,1,4,1,2,1
59,1,1,2,1,1,1
34,10,2,7,1,1,1
48,5,1,7,1,2,1
47,2,2,7,1,1,1
54,4,1,2,0,1,1
44,1,1,4,0,2,1
31,5,2,7,0,2,1
34,1,1,6,1,2,1
29,10,2,1,1,0,1
38,10,2,7,1,2,1
56,2,1,0,1,2,1
26,10,2,6,1,2,1
31,10,3,4,1,1,1
31,2,2,7,1,2,1
57,1,1,2,1,1,1
36,1,1,1,1,1,1
43,11,1,7,0,0,1
46,7,1,1,0,2,1
24,9,2,0,1,2,1
37,1,2,6,1,1,1
33,10,1,6,1,2,1
41,10,2,4,1,2,1
53,4,1,2,0,1,1
51,2,3,4,1,2,1
36,4,3,7,1,1,1
47,2,1,7,1,2,1
44,10,3,6,1,2,1
45,8,1,6,1,2,1
38,1,1,4,1,1,1
36,10,2,6,0,1,1
30,1,2,6,1,2,1
55,5,1,7,1,1,1
45,1,1,1,1,2,1
58,6,3,7,1,2,2
33,5,2,7,1,1,1
36,2,2,7,1,2,1
33,7,2,4,1,2,1
44,8,3,4,1,2,1
30,8,2,4,1,2,2
25,9,2,4,1,1,2
56,0,1,2,1,2,1
31,5,1,7,1,1,1
32,8,1,4,1,2,1
31,1,2,2,1,1,1
36,10,2,6,1,2,1
41,4,1,4,1,2,2
55,1,1,1,0,2,1
57,5,3,7,1,1,1
34,8,1,4,1,2,1
30,5,1,4,1,2,1
40,10,1,7,1,1,1
41,11,1,1,0,2,1
53,1,2,1,1,0,2
35,1,1,1,1,1,1
59,3,1,7,1,1,1
41,7,1,1,1,2,1
35,10,1,6,1,2,1
41,2,3,4,1,1,1
32,2,2,7,1,2,1
46,8,3,1,1,0,1
60,7,1,1,1,1,1
34,2,1,7,1,1,2
48,2,1,4,1,1,1
50,5,1,7,1,2,1
43,2,1,4,1,1,2
46,8,3,1,1,1,1
50,3,1,7,1,1,1
30,10,2,7,1,2,1
44,1,1,1,1,2,1
37,5,1,0,1,1,2
23,8,2,4,1,0,1
32,2,1,7,1,2,2
36,10,1,6,1,2,1
40,8,1,3,0,1,1
53,2,3,7,1,2,1
53,4,1,3,0,0,1
34,1,1,2,1,2,1
34,10,3,6,1,1,1
41,7,1,1,1,2,2
48,1,1,2,1,1,1
47,1,1,2,0,1,1
39,8,1,4,1,1,1
50,10,1,1,1,2,1
38,10,2,3,1,2,1
37,2,2,7,1,2,1
29,8,2,1,0,2,1
24,3,2,4,1,2,1
46,5,1,7,1,1,1
35,2,2,7,1,1,1
32,2,2,7,1,0,1
33,2,2,7,1,2,1
58,6,1,6,0,1,1
36,1,1,2,0,2,1
41,10,1,7,1,2,1
33,10,2,6,1,2,1
29,2,1,7,1,1,1
51,10,2,7,1,1,2
52,5,1,7,1,1,2
44,1,1,1,1,1,1
42,2,1,4,1,1,1
43,2,1,7,0,1,1
32,8,1,4,0,1,1
32,1,1,2,1,1,1
38,8,1,2,1,1,1
32,10,1,7,1,2,1
31,10,1,6,1,1,1
37,1,1,1,1,2,1
43,1,1,1,1,2,1
30,10,1,7,1,1,1
34,1,1,1,1,2,1
36,5,1,0,1,1,1
29,2,2,7,1,2,1
52,2,3,7,1,2,1
54,6,3,2,1,1,1
31,8,1,6,1,1,1
37,1,1,3,0,2,1
40,10,2,7,1,1,1
43,10,1,6,0,1,1
35,10,3,6,1,1,1
37,2,2,4,1,2,1
35,8,1,3,1,1,1
53,2,1,6,1,2,1
55,1,1,2,0,1,1
40,11,1,6,1,1,2
28,1,2,4,1,2,1
39,1,2,2,1,1,1
41,1,1,1,1,1,1
46,1,1,3,0,2,1
52,7,1,7,0,1,1
44,2,2,4,1,1,1
31,11,1,4,2,1,1
31,1,1,1,1,1,1
31,2,1,7,1,1,1
35,8,1,4,1,2,1
58,1,1,2,1,2,1
38,10,1,6,1,2,2
51,2,1,2,0,1,1
36,10,1,6,1,1,1
47,1,1,4,0,2,1
49,2,2,4,1,1,1
39,4,1,2,1,2,1
33,2,2,7,0,2,1
66,6,1,6,1,1,2
36,10,1,6,1,2,1
46,1,3,1,1,1,1
44,8,1,6,0,2,1
50,10,1,6,0,2,2
32,8,1,6,1,2,1
52,4,1,3,1,2,1
26,1,2,4,1,1,1
30,2,2,7,1,1,1
34,10,3,6,1,2,1
30,5,1,7,1,2,1
56,6,1,2,1,1,1
33,1,1,1,1,2,1
31,1,3,3,1,2,1
47,2,2,0,0,2,1
46,8,1,6,1,1,1
54,10,1,2,1,1,1
30,10,2,7,1,1,1
40,7,1,0,0,1,1
45,8,1,4,1,2,1
45,11,1,2,1,2,1
55,6,1,4,1,2,1
30,2,1,7,0,1,1
82,4,3,2,1,1,2
55,0,1,2,1,2,2
39,3,1,1,1,1,1
46,10,1,1,1,2,1
33,1,2,2,1,1,1
39,2,2,0,1,1,1
37,1,1,2,0,2,1
28,10,2,6,1,2,2
41,10,3,7,1,2,1
39,2,1,7,1,1,1
27,1,1,2,1,2,1
39,4,1,1,1,2,1
46,10,1,6,1,2,1
38,10,1,6,1,1,1
54,10,2,4,1,2,1
25,2,2,1,1,1,1
37,2,1,7,1,1,2
28,7,2,1,1,1,1
53,1,1,2,0,2,1
58,1,1,2,0,2,1
31,2,2,4,1,1,1
42,8,1,4,1,2,1
37,1,1,6,1,2,1
37,7,3,7,1,1,1
24,1,2,1,1,2,1
33,10,1,6,1,2,1
59,10,1,6,1,2,1
60,6,1,2,1,1,1
31,2,1,7,1,1,1
38,10,1,6,1,1,1
35,0,2,4,0,2,1
26,2,2,7,1,1,2
52,6,1,7,1,1,1
35,1,1,1,1,1,1
42,2,3,7,1,1,1
46,11,3,1,1,2,1
40,10,1,6,1,1,1
58,2,1,7,1,1,1
52,1,1,2,1,2,1
30,2,3,7,1,1,1
44,1,1,1,1,1,1
53,8,1,4,0,2,1
30,5,2,7,1,1,1
43,1,1,3,1,1,1
39,8,2,4,1,2,2
43,5,1,1,1,2,1
57,1,3,2,0,2,1
37,2,2,7,1,1,2
32,10,1,7,1,1,1
40,2,2,6,1,2,1
41,1,2,0,0,1,1
46,10,3,7,1,1,1
33,8,2,4,1,2,1
49,5,3,7,1,1,1
52,5,1,4,1,1,2
31,2,2,7,1,2,1
32,1,1,1,1,2,1
37,2,2,7,1,1,1
45,4,1,2,1,1,1
39,1,3,3,0,2,1
28,1,2,1,1,1,1
45,1,3,2,0,2,1
33,2,1,7,0,2,1
37,10,1,6,1,2,1
34,3,2,7,1,2,1
39,8,1,1,1,2,1
31,2,2,7,1,2,1
41,5,1,4,1,2,1
55,2,1,4,1,1,1
49,1,1,1,1,1,1
36,2,3,7,0,2,1
26,2,1,4,1,1,1
46,2,1,7,0,1,1
38,5,3,7,1,2,1
40,1,1,1,0,2,1
38,2,1,7,1,2,1
49,4,1,6,1,2,1
51,10,1,6,1,2,1
41,8,3,1,1,2,1
42,1,1,1,0,2,1
32,8,1,4,1,1,1
37,10,2,6,0,0,1
46,8,1,4,1,2,1
33,10,3,6,1,1,1
68,6,3,6,1,2,2
41,1,1,1,1,2,1
32,2,2,7,1,2,1
29,2,2,7,1,1,1
36,2,1,7,1,2,2
37,2,2,7,1,2,1
57,10,1,4,0,1,2
40,1,2,3,0,1,1
36,2,1,7,1,1,1
33,11,3,6,1,2,1
53,5,1,7,1,2,1
56,5,1,7,1,2,1
33,5,1,6,1,1,2
48,2,3,1,1,1,2
38,7,1,7,0,1,1
22,9,2,4,1,1,1
50,2,3,7,1,2,1
58,6,1,6,1,1,1
56,6,1,6,1,2,1
53,7,3,7,1,1,1
41,2,1,7,0,2,1
80,6,3,2,1,1,1
50,5,1,7,1,2,1
33,8,2,4,1,2,1
29,10,2,7,1,1,1
45,7,2,1,1,2,1
22,1,2,3,0,0,1
34,2,3,7,1,2,1
35,2,1,7,1,2,1
46,2,2,4,1,1,1
47,1,1,0,0,2,1
33,2,2,4,1,2,1
51,2,1,7,1,1,1
38,1,2,0,1,2,1
58,2,1,4,1,1,1
49,2,1,7,0,1,1
45,4,2,1,1,2,1
42,5,1,4,0,1,1
31,10,1,4,1,2,1
45,1,1,1,0,1,1
24,9,2,6,1,1,1
37,8,3,4,1,2,1
27,2,1,4,0,1,1
48,10,1,6,1,1,1
46,2,1,4,1,2,1
57,6,1,2,0,2,1
56,10,1,2,1,2,1
33,7,2,6,1,2,1
42,1,1,1,1,2,1
53,3,1,2,0,2,1
54,1,1,1,1,1,2
28,10,2,4,1,2,1
38,10,1,4,1,1,1
45,10,1,1,0,1,1
30,10,2,7,1,1,2
55,10,1,6,1,2,1
45,10,1,6,1,1,1
25,2,2,4,1,2,1
54,5,1,4,1,1,1
43,1,2,2,0,2,1
28,10,2,7,1,2,2
33,1,1,1,1,2,1
48,2,3,7,1,1,1
36,10,1,4,1,1,1
38,8,2,4,1,1,2
42,2,3,7,1,2,1
24,2,2,7,1,2,1
33,2,2,7,1,2,1
34,3,1,2,1,1,1
56,1,1,2,0,2,1
52,10,1,7,1,1,2
29,2,1,4,1,2,1
54,10,1,6,1,1,1
43,1,1,1,1,1,1
60,6,1,4,1,1,2
49,2,3,4,1,1,1
51,2,3,7,0,1,1
34,2,1,7,1,2,1
32,2,1,1,1,1,1
31,8,2,1,1,0,1
54,6,3,7,1,1,1
31,2,2,4,0,1,1
35,8,1,4,1,2,1
44,8,1,1,1,2,1
63,6,1,6,1,1,1
28,10,1,7,1,2,1
56,5,1,2,0,2,1
31,8,1,4,1,2,1
33,5,1,7,1,1,1
25,2,2,7,1,1,1
44,2,3,7,1,2,1
54,10,1,7,1,2,1
32,4,1,3,0,1,1
54,4,1,6,1,2,1
32,10,1,6,1,1,1
46,2,1,4,1,1,1
57,6,3,6,1,1,1
30,10,2,6,1,1,1
54,5,1,7,1,2,1
48,7,1,7,1,2,1
28,8,1,4,1,1,1
37,2,1,7,1,2,1
40,10,1,1,1,1,1
28,10,1,7,1,2,1
41,1,1,1,1,1,1
27,9,2,4,0,1,1
45,2,1,6,1,1,1
45,5,1,1,0,2,1
43,1,1,3,1,2,1
35,4,1,2,1,2,1
36,1,2,2,1,2,1
47,1,1,3,0,2,1
57,2,1,7,1,1,1
27,7,1,7,1,1,1
64,6,1,0,1,1,2
29,5,2,7,1,1,1
45,5,1,7,0,1,1
26,1,2,4,0,1,1
54,8,1,4,1,2,1
29,2,2,1,0,2,1
39,2,1,4,1,1,1
46,1,1,2,0,1,1
44,10,1,6,0,1,1
36,1,1,1,1,2,1
59,2,1,4,1,2,2
56,10,1,7,1,1,1
33,11,1,4,0,2,1
51,10,3,6,1,1,1
59,1,1,2,1,2,1
31,8,1,1,1,2,2
46,10,1,6,0,1,1
21,1,1,1,1,1,1
33,10,2,6,1,2,1
46,3,2,7,1,1,1
24,1,2,0,1,1,1
35,10,1,7,1,1,1
32,7,2,7,1,2,2
35,8,1,4,1,2,1
32,7,2,7,1,2,1
34,10,1,6,1,2,1
47,1,1,3,0,2,1
60,6,3,4,1,1,1
43,8,3,4,1,1,1
58,10,1,2,1,2,1
31,2,2,7,1,2,1
38,1,2,2,1,1,1
35,5,1,7,1,1,1
34,8,1,1,0,2,1
31,2,2,4,1,1,1
30,7,1,6,1,2,1
49,5,3,4,0,1,1
41,8,1,4,1,2,1
53,1,1,2,1,2,1
45,4,1,2,0,2,1
58,6,1,2,1,2,1
46,10,1,1,0,1,1
56,8,3,4,0,2,1
28,7,2,7,1,2,1
38,1,1,1,1,1,1
32,10,2,6,1,2,1
36,2,1,7,1,1,2
27,1,1,1,1,2,1
46,5,1,1,1,2,1
40,2,1,7,1,1,2
31,10,1,6,1,2,2
45,2,1,7,1,2,1
49,7,1,4,1,1,2
52,7,1,7,1,1,1
53,2,3,4,1,2,1
26,8,2,4,1,0,1
48,8,2,4,1,2,1
32,10,1,6,1,1,1
34,1,2,1,1,1,1
35,10,1,6,1,1,1
38,9,2,7,1,1,1
53,10,2,6,1,2,2
44,10,3,6,1,1,1
53,2,3,4,1,2,1
39,5,2,1,1,2,1
38,3,1,1,1,1,1
33,8,1,4,1,2,2
37,10,1,4,0,2,1
29,10,2,7,1,2,1
33,11,2,7,1,1,1
33,2,2,7,1,1,2
28,2,2,7,1,1,1
26,1,2,4,1,1,1
35,2,2,7,1,1,1
46,2,1,7,1,2,1
43,8,1,4,0,2,1
45,2,2,7,1,1,2
50,10,1,4,1,1,1
42,1,1,2,1,1,1
28,9,2,6,1,1,1
36,2,3,4,1,1,1
28,1,1,2,1,1,1
49,4,1,2,0,1,2
25,1,1,4,1,1,1
43,5,1,0,1,1,1
36,4,1,3,1,2,1
34,10,3,0,1,2,1
34,2,1,7,1,1,1
56,5,3,7,1,1,1
34,5,1,7,1,2,1
28,1,1,3,0,2,1
52,10,1,7,0,1,1
38,2,1,4,1,0,1
32,2,2,7,1,1,1
55,2,1,7,0,1,1
33,10,1,6,1,1,1
33,1,3,3,0,2,1
48,1,1,2,1,1,1
36,5,1,7,1,2,1
33,2,1,1,1,1,1
40,1,1,1,1,1,1
29,5,1,7,1,1,1
55,5,1,7,1,2,1
53,2,1,6,1,2,1
28,1,2,1,1,1,1
30,1,2,2,0,1,1
38,10,1,7,1,2,1
32,2,2,7,1,1,1
55,10,1,6,1,1,1
40,10,2,4,1,1,1
33,8,1,4,1,2,1
33,2,1,7,1,1,1
48,1,1,2,1,2,1
57,8,1,4,1,2,1
46,8,1,7,1,1,1
52,10,1,6,1,2,2
32,8,2,4,1,2,2
27,2,2,7,1,1,1
41,2,1,7,1,1,2
38,10,3,6,1,2,1
31,2,2,7,1,2,1
33,2,2,7,1,2,1
27,8,1,6,1,1,1
43,1,1,1,1,2,1
36,2,1,4,1,1,1
38,10,1,7,1,2,1
50,3,1,1,1,1,1
54,10,1,7,1,2,1
72,6,3,2,1,1,1
48,2,3,2,1,2,1
54,3,1,7,0,1,1
31,5,1,7,1,1,1
50,7,1,1,1,2,2
40,1,1,1,1,2,1
29,8,2,4,1,2,1
68,6,1,2,1,1,1
47,2,2,7,1,1,1
30,8,2,4,1,1,1
34,2,1,7,1,1,1
52,10,1,4,0,1,1
30,2,1,7,0,2,1
37,2,2,7,1,1,1
32,2,1,7,1,2,2
43,1,1,3,1,1,1
31,2,1,4,1,1,1
29,10,2,0,1,2,1
34,2,2,4,1,2,1
47,7,1,7,1,2,1
38,10,3,6,1,1,1
42,10,1,6,1,2,1
33,8,1,6,1,2,2
55,5,2,2,1,2,1
46,8,1,4,1,1,1
50,1,1,2,0,2,1
34,1,1,3,1,2,1
34,1,1,1,1,1,1
26,1,2,4,1,1,1
34,1,1,2,1,1,1
30,10,3,4,1,2,1
27,10,2,6,1,1,1
38,10,1,6,1,2,1
45,10,1,7,1,2,1
50,5,1,7,1,2,1
31,4,1,2,1,1,1
29,2,2,7,1,2,1
41,1,1,3,0,2,1
45,10,1,7,0,2,1
32,5,3,7,1,2,1
38,2,1,3,1,1,1
52,3,1,1,1,0,1
37,8,1,4,1,2,1
33,10,2,4,1,1,1
57,10,1,4,1,1,1
33,8,2,4,1,1,1
41,1,1,1,1,1,1
31,8,2,7,1,2,1
49,1,1,6,0,1,1
35,10,1,6,1,2,1
55,4,1,2,1,2,1
42,6,3,5,1,1,1
29,3,2,7,1,1,1
51,2,1,3,0,2,1
35,2,2,7,1,2,1
45,3,1,4,1,1,1
41,2,1,7,1,1,1
44,10,3,6,1,2,1
66,0,1,2,1,2,1
39,2,1,7,1,0,1
47,10,1,6,1,2,1
42,2,1,7,1,1,1
25,9,2,7,1,1,2
58,10,1,7,0,2,1
71,4,1,2,1,2,2
48,2,2,6,1,2,1
30,11,1,6,1,2,1
24,10,2,6,1,2,1
27,2,2,7,1,2,2
45,2,3,4,1,2,2
29,11,1,2,1,1,2
26,9,2,6,1,2,2
36,1,1,3,0,1,1
54,1,1,3,0,1,1
54,11,1,4,1,2,2
42,2,1,3,1,2,1
49,8,1,3,1,1,1
28,10,2,6,1,2,1
52,10,1,1,1,2,1
26,2,2,7,1,2,1
54,5,1,3,1,2,1
58,6,1,2,1,1,1
28,1,1,1,1,1,1
32,10,2,6,1,2,1
48,10,1,7,0,2,1
28,2,2,4,1,1,2
37,2,1,7,1,2,1
31,2,2,6,1,1,1
41,1,1,0,0,2,1
52,8,1,1,0,1,1
35,10,3,6,1,1,1
40,8,2,4,1,1,1
32,10,1,7,1,2,1
24,8,2,4,1,1,1
39,5,1,7,1,2,2
73,6,1,2,1,2,1
28,10,1,6,1,1,1
29,5,2,7,1,1,1
43,1,1,2,1,2,1
31,10,2,6,1,2,1
41,2,1,7,0,2,1
61,6,3,7,1,2,1
30,1,1,1,1,1,1
50,5,2,7,1,2,1
30,5,2,7,1,1,1
43,1,1,3,1,2,2
32,9,1,4,1,2,1
47,1,3,1,1,2,1
43,2,1,7,1,1,1
34,10,1,7,1,2,1
52,2,1,7,1,1,1
30,1,2,1,1,2,1
35,2,1,1,1,1,1
39,2,1,7,1,2,1
30,2,2,7,1,2,1
47,1,1,2,1,1,1
44,8,2,4,1,2,1
33,2,2,7,1,2,2
43,11,1,7,0,1,1
39,8,3,4,1,1,1
42,2,2,4,1,1,1
55,2,1,4,0,2,1
56,8,1,4,1,1,1
66,6,1,4,1,0,2
30,8,2,4,1,2,1
34,2,1,7,1,2,1
38,10,2,4,1,2,1
39,1,1,3,1,2,1
27,10,2,4,1,1,1
27,2,2,4,1,1,1
35,1,1,4,0,2,1
35,10,1,6,1,1,1
53,6,1,4,1,2,1
37,5,1,7,1,1,1
33,0,1,0,0,2,1
54,5,3,7,1,2,1
39,8,1,1,1,2,1
45,1,1,2,0,2,1
33,2,1,7,0,2,1
36,7,2,7,1,2,1
27,9,1,4,1,2,1
42,2,2,7,0,2,1
38,5,1,7,1,1,1
44,2,1,7,1,2,1
23,9,2,4,1,1,1
50,1,3,4,0,1,1
54,10,1,4,0,2,1
38,10,3,6,1,1,1
33,1,1,1,1,0,1
31,8,1,1,1,2,1
44,2,1,4,0,1,1
26,2,2,4,1,2,1
35,2,1,7,1,2,1
31,8,3,4,1,2,1
56,2,1,0,1,2,1
37,10,3,6,1,0,1
57,10,1,6,1,2,2
46,4,1,2,1,1,1
49,2,1,1,0,1,1
74,6,1,7,1,2,2
31,1,2,1,0,1,1
38,10,2,6,0,2,1
37,3,1,7,0,2,1
56,2,1,1,1,1,1
35,3,2,7,1,1,1
46,2,1,4,0,1,1
30,1,1,1,1,1,1
40,1,2,1,1,0,1
54,5,2,1,1,2,1
32,1,1,1,1,1,1
34,7,2,7,1,1,1
35,2,1,7,1,2,1
38,1,1,2,0,1,1
42,10,3,4,1,2,1
49,5,3,3,1,1,1
27,9,2,4,1,1,1
52,8,1,4,1,1,1
54,6,1,7,0,1,1
59,10,1,6,1,1,1
48,1,1,1,0,1,1
47,10,1,6,1,1,1
27,8,1,7,1,1,1
41,1,1,3,1,2,1
47,1,1,2,1,0,1
36,8,1,4,1,1,1
40,2,2,7,1,2,1
57,7,1,2,1,2,1
31,11,3,7,1,2,1
65,4,1,2,1,1,1
60,10,1,7,1,2,1
53,8,1,4,0,2,1
81,6,1,2,1,2,2
81,6,1,2,1,2,1
47,1,3,1,0,2,1
60,2,1,7,1,2,2
55,5,3,7,0,1,1
70,6,1,2,0,1,1
32,1,1,6,1,2,1
31,2,1,7,1,2,1
46,2,1,7,1,1,1
36,8,1,4,1,2,1
68,6,1,2,0,2,1
31,10,2,4,1,2,1
52,1,1,1,0,2,1
58,2,3,7,1,2,1
54,1,1,2,0,2,1
40,4,2,7,1,1,1
44,2,1,7,1,2,1
42,10,2,7,1,2,1
30,11,2,4,1,1,1
42,10,2,1,1,2,1
54,10,1,6,1,2,1
29,2,1,7,1,2,1
47,5,1,7,1,2,2
25,2,2,7,1,2,2
43,1,1,2,0,2,1
38,5,1,4,0,1,1
30,1,2,4,1,1,1
56,6,1,2,0,1,1
62,1,1,2,1,2,1
36,2,2,7,1,1,1
33,8,1,4,1,1,1
41,1,3,1,1,1,1
34,4,2,7,1,2,1
58,2,3,4,1,1,1
41,2,3,4,1,1,1
35,3,2,7,1,2,1
31,1,2,1,0,1,1
43,8,1,4,1,1,1
42,10,3,6,1,2,1
47,4,1,2,0,2,1
45,3,3,1,1,2,1
36,2,1,7,0,2,1
32,2,1,7,1,2,1
63,6,1,4,1,1,1
53,4,3,3,0,0,1
30,10,1,7,1,1,1
31,10,2,6,1,2,1
31,2,2,7,1,2,1
30,2,1,3,1,2,1
39,2,1,4,1,2,1
27,9,2,4,1,1,1
58,2,1,4,1,1,1
34,5,2,4,1,2,1
